J_day,Sangju,Nakdan,Gumi,Chilgok,Gangjeong_Goryung,Dalsung,Hapcheon_Changnyung,Changnyung_Haman,Nakdongganghagoo
1,46.03,39.75,30.59,25.52,18.36,13.64,4.94,4.96,0.9
2,46.23,39.65,30.48,25.5,18.34,13.69,4.89,4.91,0.93
3,46.64,39.71,30.42,25.5,18.36,13.55,4.91,4.93,0.89
4,46.91,39.71,30.5,25.49,18.36,13.58,4.92,4.91,0.9
5,47.03,39.79,30.56,25.53,18.35,13.63,4.94,4.94,0.87
6,47.03,39.8,30.53,25.56,18.38,13.62,4.95,4.94,0.92
7,47.03,39.76,30.5,25.51,18.35,13.52,4.96,4.92,0.95
8,47.05,39.75,30.52,25.51,18.34,13.52,4.91,4.92,0.9
9,47.11,39.8,30.51,25.49,18.36,13.6,4.9,4.9,0.88
10,47.11,39.8,30.56,25.54,18.33,13.66,4.94,4.92,0.86
11,47.08,39.8,30.52,25.55,18.32,13.63,4.98,4.98,0.88
12,47.07,39.8,30.54,25.52,18.32,13.66,4.97,4.95,0.93
13,47.07,39.81,30.52,25.53,18.36,13.62,4.96,4.92,0.91
14,47.08,39.77,30.56,25.53,18.35,13.63,5.01,4.99,0.89
15,47.08,39.85,30.55,25.52,18.32,13.64,4.92,4.91,0.93
16,47.08,39.85,30.64,25.5,18.31,13.6,4.95,4.96,0.89
17,47.1,39.91,30.62,25.5,18.34,13.62,4.96,4.95,0.86
18,47.08,39.79,30.66,25.59,18.35,13.66,4.93,4.95,0.88
19,47.07,39.84,30.62,25.51,18.33,13.58,4.99,4.98,0.9
20,47.13,39.87,30.62,25.5,18.29,13.65,4.92,4.92,0.92
21,47.12,39.91,30.68,25.49,18.33,13.64,4.94,4.93,0.9
22,47.08,39.79,30.75,25.56,18.36,13.66,4.95,4.93,0.89
23,47.06,39.72,30.64,25.57,18.36,13.61,5,5.01,0.89
24,47.07,39.74,30.52,25.56,18.35,13.58,4.97,4.96,0.9
25,47.07,39.77,30.56,25.51,18.31,13.53,4.99,4.95,0.89
26,47.07,39.82,30.53,25.53,18.35,13.67,4.96,4.92,0.92
27,47.08,39.82,30.56,25.54,18.31,13.67,5.18,4.9,0.91
28,47.07,39.72,30.61,25.54,18.54,13.82,5.16,4.91,0.86
29,47.06,39.71,30.53,25.53,18.5,13.57,5.14,5.03,0.88
30,47.07,39.73,30.54,25.52,18.49,13.61,5.27,4.94,0.94
31,47.06,39.74,30.51,25.54,18.38,13.54,6.06,4.92,0.88
32,47.02,39.84,30.56,25.55,18.35,13.58,6.44,4.97,0.89
33,47.05,39.76,30.67,25.51,18.3,13.63,6.86,4.94,0.92
34,47.06,39.75,30.84,25.5,18.27,13.54,7.2,4.94,0.89
35,47.05,39.78,31.1,25.5,18.3,13.57,7.33,4.91,0.89
36,47.05,39.72,31.59,25.48,18.3,13.58,7.51,4.91,0.85
37,47.04,39.67,32.03,25.48,18.3,13.61,7.68,4.9,0.82
38,47.02,39.61,32.43,25.47,18.3,13.63,7.87,4.9,0.76
39,47.02,39.59,32.53,25.52,18.33,13.59,8.11,4.9,0.76
40,47.05,39.73,32.52,25.52,18.29,13.56,8.25,4.95,0.76
41,47.04,39.86,32.6,25.53,18.31,13.52,8.25,4.95,0.78
42,47.04,39.76,32.64,25.57,18.37,13.64,8.37,4.94,0.79
43,47.04,39.76,32.62,25.53,18.39,13.66,8.82,4.89,0.8
44,47.09,39.75,32.62,25.51,18.42,13.73,9.09,4.93,0.77
45,47.06,39.89,32.65,25.54,18.44,13.75,9.23,4.97,0.74
46,47.04,39.77,32.64,25.55,18.42,13.77,9.25,4.94,0.84
47,47.05,39.86,32.64,25.45,18.34,13.65,9.27,4.94,0.88
48,47.04,39.66,32.62,25.45,18.36,13.58,9.22,4.91,0.93
49,47.05,39.69,32.65,25.53,18.31,13.51,9.22,4.9,0.91
50,47,39.61,32.61,25.52,18.37,13.62,9.23,4.82,0.92
51,47.05,39.69,32.6,25.49,18.3,13.61,9.29,4.81,0.91
52,47.04,39.79,32.62,25.52,18.33,13.56,9.27,4.82,0.9
53,47.04,39.77,32.6,25.54,18.37,13.75,9.27,4.84,0.89
54,47.04,39.79,32.6,25.52,18.37,13.61,9.27,4.83,0.93
55,47.04,39.79,32.62,25.53,18.36,13.55,9.23,4.86,0.96
56,47.04,39.79,32.56,25.55,18.38,13.61,9.26,4.84,0.96
57,47.03,39.78,32.53,25.49,18.3,13.6,9.37,4.83,0.95
58,47.04,39.76,32.54,25.52,18.32,13.54,9.34,4.84,0.92
59,47.05,39.76,32.53,25.53,18.36,13.55,9.22,4.87,0.86
60,47.09,39.89,32.56,25.63,18.49,13.76,9.33,4.87,0.88
61,47.2,39.98,32.7,25.64,18.64,13.97,9.64,5,0.91
62,47.1,39.8,32.64,25.33,18.48,13.93,9.26,4.95,0.82
63,47.07,39.85,32.64,25.36,18.44,13.67,9.32,4.85,0.79
64,47.12,39.9,32.63,25.47,18.32,13.64,9.32,4.88,0.91
65,47.1,39.91,32.6,25.52,18.39,13.61,9.39,4.99,0.93
66,47.09,39.83,32.64,25.52,18.41,13.62,9.49,4.94,0.93
67,46.94,39.86,32.62,25.52,18.52,13.57,9.31,4.96,0.93
68,47,39.67,32.64,25.54,18.38,13.65,9.24,4.92,0.91
69,47.02,39.8,32.62,25.5,18.3,13.57,9.25,4.96,0.91
70,47.04,39.68,32.61,25.61,18.39,13.55,9.22,4.99,0.86
71,47.03,39.74,32.62,25.57,18.38,13.58,9.25,4.96,0.92
72,47.04,39.8,32.59,25.53,18.33,13.63,9.26,4.9,0.83
73,47.03,39.87,32.58,25.56,18.32,13.63,9.25,4.8,0.91
74,47.03,39.8,32.62,25.6,18.37,13.55,9.26,4.92,0.86
75,47,39.73,32.55,25.43,18.38,13.59,9.26,4.98,0.87
76,47.03,39.89,32.55,25.38,18.32,13.56,9.22,4.85,0.91
77,47.02,39.88,32.55,25.49,18.34,13.64,9.24,4.84,0.87
78,47.02,39.82,32.57,25.59,18.36,13.6,9.24,4.88,0.85
79,47.02,39.81,32.54,25.57,18.38,13.65,9.2,4.84,0.9
80,47.04,39.8,32.58,25.53,18.32,13.59,9.27,4.85,0.91
81,47.03,39.73,32.54,25.57,18.35,13.57,9.21,4.82,0.89
82,47.04,39.75,32.54,25.51,18.31,13.6,9.28,4.86,0.88
83,47.03,39.79,32.52,25.55,18.33,13.52,9.22,4.85,0.92
84,47.03,39.87,32.57,25.51,18.37,13.54,9.22,4.87,0.9
85,47,39.75,32.52,25.54,18.38,13.61,9.22,4.82,0.87
86,47.04,39.86,32.56,25.56,18.34,13.6,9.26,4.85,0.86
87,47.05,39.79,32.58,25.61,18.42,13.6,9.31,4.99,0.89
88,47.12,39.83,32.61,25.62,18.42,13.56,9.2,4.86,0.84
89,47.11,39.77,32.51,25.6,18.41,13.64,9.35,5.04,0.86
90,47.09,39.84,32.56,25.57,18.34,13.62,9.2,4.93,0.89
91,47.06,39.83,32.51,25.6,18.39,13.62,9.24,4.7,0.88
92,47.05,39.81,32.55,25.57,18.4,13.56,9.24,4.61,0.91
93,47.1,39.78,32.56,25.62,18.4,13.59,9.33,4.5,0.86
94,47.31,39.89,32.95,25.81,18.4,13.78,9.4,4.38,0.84
95,47.12,39.66,32.69,25.62,18.29,13.57,9.2,4.32,0.79
96,47.02,39.66,32.58,25.54,18.32,13.62,9.36,4.2,0.79
97,47.03,39.84,32.58,25.59,18.37,13.57,9.36,4.4,0.82
98,47.12,39.84,32.5,25.58,18.34,13.59,9.37,4.42,0.85
99,47.04,39.86,32.6,25.63,18.43,13.63,9.37,4.33,0.9
100,47.03,39.86,32.59,25.64,18.41,13.62,9.22,4.35,0.88
101,47.01,39.8,32.57,25.61,18.36,13.68,9.3,4.35,0.85
102,47.06,39.83,32.57,25.63,18.38,13.56,9.22,4.39,0.88
103,47.12,39.92,32.56,25.58,18.37,13.59,9.27,4.39,0.86
104,47.16,39.94,32.6,25.6,18.37,13.66,9.25,4.43,0.9
105,47.18,39.84,32.68,25.67,18.52,13.8,9.3,4.44,0.91
106,47.15,39.75,32.69,25.73,18.56,13.77,9.27,4.42,0.89
107,47.17,39.87,32.68,25.69,18.56,13.77,9.29,4.39,0.88
108,47.06,39.77,32.6,25.74,18.57,13.74,9.27,4.42,0.89
109,47.11,39.91,32.63,25.73,18.54,13.72,9.33,4.39,0.85
110,47.07,39.81,32.58,25.75,18.59,13.72,9.26,4.34,0.88
111,47.04,39.87,32.55,25.64,18.76,13.73,9.18,4.28,0.85
112,47.03,39.83,32.55,25.56,18.96,13.59,9.19,4.32,0.83
113,46.99,39.74,32.55,25.53,19.2,13.51,9.25,4.3,0.83
114,47.06,39.81,32.51,25.51,19.34,13.67,9.23,4.31,0.82
115,47.05,39.78,32.51,25.54,19.48,13.89,9.24,4.35,0.8
116,47.01,39.75,32.52,25.53,19.51,14.04,9.27,4.35,0.77
117,47.03,39.71,32.51,25.54,19.51,13.99,9.33,4.35,0.78
118,47.02,39.84,32.52,25.52,19.5,14.04,9.25,4.33,0.79
119,47.02,39.79,32.59,25.57,19.5,14.01,9.2,4.35,0.75
120,47.01,39.74,32.52,25.59,19.51,13.99,9.3,4.34,0.78
121,47.03,39.66,32.52,25.62,19.48,14.05,9.26,4.15,0.82
122,47.04,39.76,32.53,25.59,19.51,14.02,9.26,3.99,0.77
123,47.04,39.75,32.52,25.62,19.51,14.03,9.34,3.88,0.76
124,47.05,39.74,32.53,25.65,19.54,14.06,9.24,3.83,0.79
125,47.07,39.72,32.55,25.68,19.5,14.07,9.37,3.58,0.87
126,47.04,39.75,32.52,25.66,19.52,14.05,9.23,3.6,0.81
127,47.03,39.74,32.53,25.64,19.53,14.06,9.38,3.59,0.82
128,47.03,39.71,32.52,25.65,19.53,14.05,9.23,3.58,0.8
129,47.01,39.7,32.51,25.63,19.51,14.07,9.3,3.64,0.81
130,47.08,39.89,32.5,25.61,19.51,14.06,9.27,3.61,0.81
131,47.12,39.88,32.63,25.69,19.56,14.08,9.23,3.64,0.82
132,47.08,39.73,32.51,25.6,19.52,14.09,9.29,3.67,0.84
133,47.06,39.72,32.55,25.62,19.49,14.07,9.14,3.59,0.8
134,47.04,39.71,32.52,25.6,19.52,14.08,9.25,3.67,0.78
135,47.06,39.74,32.52,25.58,19.52,14.11,9.24,3.63,0.82
136,47.2,39.73,32.65,25.67,19.6,14.31,9.29,3.59,0.83
137,47.07,39.74,32.57,25.52,19.47,14.04,9.18,3.7,0.76
138,47.11,39.8,32.63,25.56,19.52,14.16,9.3,3.56,0.71
139,47.1,39.79,32.68,25.52,19.6,14.22,9.29,3.73,0.8
140,47.02,39.73,32.61,25.6,19.59,14.21,9.3,3.61,0.85
141,47.06,39.79,32.61,25.53,19.5,14.03,9.17,3.62,0.84
142,47.09,39.83,32.58,25.56,19.52,13.93,9.23,3.44,0.82
143,47.03,39.74,32.42,25.54,19.51,13.94,9.24,3.25,0.84
144,47.04,39.78,32.49,25.5,19.11,13.91,9.17,3.08,0.82
145,47.06,39.81,32.56,25.52,18.73,13.93,9.34,2.9,0.85
146,46.95,39.72,32.56,25.64,18.88,13.94,9.65,3.02,0.85
147,46.87,39.91,32.58,25.38,18.88,13.95,10.08,2.83,0.84
148,47.04,39.71,32.63,25.57,18.75,13.95,9.95,2.78,0.87
149,47.03,39.79,32.62,25.53,18.67,13.94,10.12,2.89,0.84
150,47.06,39.79,32.61,25.53,18.64,13.9,10.26,2.93,0.83
151,46.95,39.88,32.53,25.62,18.71,13.92,10.47,2.9,0.83
152,47.12,39.72,32.51,25.5,18.71,13.87,10.43,2.67,0.83
153,47.12,39.95,32.71,25.44,18.65,13.93,10.36,2.56,0.86
154,47.1,39.81,32.81,25.83,18.87,14.01,10.36,2.39,0.84
155,47.12,39.93,32.66,25.63,18.82,13.89,10.46,2.11,0.86
156,47.09,39.73,32.56,25.58,18.69,13.87,10.39,2.28,0.86
157,46.91,39.69,32.55,25.54,18.73,13.89,10.35,2.35,0.85
158,46.95,39.72,32.57,25.36,18.83,13.95,10.4,2.23,0.8
159,46.93,39.76,32.57,25.47,18.87,13.86,10.38,2.27,0.83
160,46.84,39.66,32.62,25.54,19,14.03,10.55,2.37,0.8
161,46.85,39.92,32.66,25.58,18.97,13.91,10.53,2.64,0.79
162,47.06,39.77,32.56,25.54,19.01,14.09,10.71,2.77,0.76
163,46.98,39.79,32.58,25.56,18.98,13.96,10.55,2.74,0.73
164,46.82,39.7,32.53,25.51,18.97,13.97,10.14,2.64,0.8
165,46.77,39.82,32.59,25.54,19.01,13.81,10.46,2.76,0.78
166,46.75,39.69,32.47,25.54,18.96,14.02,10.61,2.66,0.87
167,46.75,39.75,32.68,25.54,18.84,13.97,10.45,2.85,0.9
168,46.76,39.76,32.59,25.55,18.72,13.94,10.37,2.84,0.89
169,46.77,39.91,32.53,25.52,18.68,13.98,10.52,2.75,0.87
170,46.78,39.88,32.57,25.59,18.67,13.93,10.4,2.74,0.92
171,46.75,39.83,32.63,25.62,18.79,14.01,10.48,2.61,0.89
172,46.77,39.78,32.58,25.53,18.83,14.01,10.52,2.61,0.91
173,46.77,39.86,32.58,25.35,18.67,13.89,10.49,2.58,0.83
174,46.78,39.85,32.56,25.37,18.82,13.96,10.37,2.58,0.78
175,46.77,39.9,32.6,25.35,18.71,14.04,10.4,2.43,0.79
176,46.99,39.7,32.56,25.37,18.75,13.91,10.45,2.44,0.76
177,47.23,39.95,32.66,25.36,18.76,13.92,10.41,2.41,0.76
178,47.24,39.89,32.62,25.46,18.74,14.01,10.38,2.37,0.77
179,47.23,39.9,32.63,25.43,18.75,13.96,10.35,2.39,0.8
180,47.07,39.72,32.6,25.54,18.79,13.95,10.33,2.25,0.79
181,47.02,39.83,32.55,25.42,18.82,13.95,10.09,2.34,0.83
182,47,39.83,32.51,25.48,18.77,13.99,9.84,2.37,0.83
183,47.06,39.84,32.59,25.52,18.66,13.92,9.86,2.41,0.83
184,47.07,39.89,32.61,25.52,18.78,14.15,9.87,2.34,0.8
185,47.1,39.94,32.71,25.59,18.69,14.04,9.79,2.34,0.82
186,47.01,39.87,32.57,25.58,18.71,14.02,9.85,2.29,0.82
187,47.03,39.92,32.57,25.52,18.67,14.01,9.85,3.77,0.7
188,46.97,39.79,32.53,25.5,18.64,13.95,9.53,5.33,0.7
189,47,40.21,32.67,25.59,19.42,13.79,10.35,5.94,0.58
190,47.08,39.9,32.62,25.53,18.75,14,9.88,4.91,0.64
191,47.07,39.93,32.64,25.58,18.8,14.1,9.85,4.37,0.53
192,47.08,39.85,32.58,25.48,18.65,14,9.88,4.47,0.68
193,46.81,39.94,32.59,25.58,18.71,13.92,9.78,3.47,0.74
194,47.03,39.9,32.66,25.53,18.75,13.99,9.85,2.69,0.76
195,47.02,39.81,32.59,25.58,18.74,13.92,9.87,2.26,0.82
196,47.04,39.87,32.53,25.51,18.68,13.98,9.94,2.25,0.83
197,47.05,39.87,32.59,25.59,18.82,14.11,9.92,2.25,0.84
198,47.08,39.89,32.57,25.65,18.82,14.05,9.85,2.3,0.82
199,47.12,39.87,32.63,25.6,18.82,14.05,9.94,2.3,0.84
200,47.09,39.74,32.64,25.6,18.78,14.01,9.92,2.15,0.84
201,46.86,39.78,32.67,25.68,18.63,13.9,9.84,2.22,0.91
202,47.08,39.81,32.61,25.6,18.25,13.55,9.72,2.17,0.86
203,46.93,39.9,32.61,25.61,18.31,13.68,9.58,2.2,0.81
204,46.89,39.8,32.62,25.67,18.3,13.68,9.37,2.3,0.85
205,47.06,39.86,32.55,25.61,18.27,13.64,9.13,2.35,0.86
206,47.03,39.8,32.61,25.64,18.27,13.57,9.06,2.39,0.87
207,47.04,39.75,32.61,25.64,18.3,13.67,8.87,2.27,0.86
208,47,39.77,32.61,25.64,18.33,13.56,8.74,2.42,0.82
209,47.03,39.71,32.5,25.62,18.43,13.7,8.8,2.26,0.83
210,46.99,39.82,32.48,25.48,18.35,13.58,8.88,2.32,0.84
211,47.02,39.83,32.62,25.47,18.25,13.55,8.77,2.28,0.82
212,47.02,39.74,32.61,25.53,18.38,13.59,8.82,2.34,0.78
213,47.11,39.8,32.57,25.67,18.52,13.67,8.92,2.4,0.84
214,47.15,39.93,32.65,25.66,18.45,14.06,8.86,2.36,0.89
215,47.13,39.83,32.66,25.61,18.41,13.64,8.81,2.48,0.82
216,47.09,39.76,32.65,25.58,18.35,13.6,8.83,2.34,0.85
217,47.05,39.86,32.59,25.55,18.35,13.55,8.95,2.45,0.83
218,47.08,39.9,32.63,25.6,18.43,13.55,8.81,2.39,0.85
219,47.07,39.89,32.67,25.7,18.44,13.7,8.93,2.47,0.83
220,47.03,39.74,32.7,25.6,18.4,13.56,8.88,2.31,0.85
221,47,39.74,32.58,25.56,18.36,13.57,8.87,2.41,0.84
222,47.06,39.79,32.67,25.49,18.4,13.74,9.57,2.36,0.82
223,47.08,39.86,32.66,25.67,18.43,13.69,8.96,2.3,0.83
224,47.06,39.75,32.64,25.58,18.42,13.57,8.84,2.32,0.82
225,47.06,39.79,32.58,25.59,18.4,13.64,8.91,2.27,0.79
226,47.02,39.76,32.56,25.62,18.34,13.55,8.85,2.33,0.81
227,47.05,39.78,32.57,25.68,18.39,13.73,8.93,2.26,0.83
228,47.05,39.71,32.57,25.66,18.39,13.7,8.96,2.32,0.87
229,47.04,39.88,32.53,25.55,18.34,13.56,8.82,2.39,0.86
230,47.03,39.76,32.68,25.61,18.27,13.58,8.87,2.32,0.79
231,47.04,39.9,32.59,25.57,18.3,13.59,8.94,2.31,0.82
232,47.06,39.86,32.64,25.65,18.36,13.65,9.04,2.37,0.81
233,47.15,39.72,32.61,25.71,18.41,13.71,9.15,2.5,0.84
234,47.2,39.7,32.56,25.65,18.3,13.65,8.92,2.48,0.79
235,47.18,39.85,32.72,25.72,18.46,13.73,9.04,2.32,0.77
236,47.24,40.11,32.8,25.67,18.29,15.09,11.48,6.2,0.78
237,47.1,39.78,32.64,25.6,18.29,13.68,9.74,5.85,0.79
238,47.08,39.83,32.61,25.52,18.3,13.63,8.99,2.82,0.59
239,47.04,39.8,32.65,25.62,18.45,13.68,9.04,2.88,0.68
240,47.06,39.72,32.59,25.56,18.39,13.62,8.71,2.48,0.73
241,47.14,39.78,32.67,25.6,18.36,13.63,8.93,2.32,0.75
242,47.09,39.87,32.61,25.5,18.3,13.59,8.77,2.39,0.78
243,47.07,39.72,32.59,25.56,18.29,13.65,8.83,2.3,0.74
