J_day,Sangju,Nakdan,Gumi,Chilgok,Gangjeong_Goryung,Dalsung,Hapcheon_Changnyung,Changnyung_Haman,Nakdongganghagoo
487,47.14,39.76,32.54,25.54,18.52,13.6,8.89,4.83,0.88
488,47.14,39.74,32.53,25.53,18.54,13.65,8.81,4.91,0.88
489,47.12,39.71,32.56,25.52,18.51,13.57,8.87,4.91,0.88
490,47.11,39.74,32.51,25.52,18.45,13.55,8.93,4.83,0.88
491,47.1,39.72,32.53,25.51,18.51,13.57,8.89,4.79,0.88
492,47.06,39.7,32.53,25.52,18.47,13.55,8.9,4.86,0.88
493,47.08,39.72,32.52,25.53,18.47,13.58,8.83,4.84,0.88
494,47.08,39.76,32.53,25.54,18.5,13.53,8.82,4.85,0.88
495,47.06,39.75,32.5,25.54,18.5,13.62,8.87,4.84,0.88
496,47.06,39.76,32.56,25.49,18.48,13.56,8.83,4.86,0.88
497,47.06,39.74,32.5,25.56,18.47,13.56,8.84,4.85,0.88
498,47.08,39.75,32.53,25.57,18.53,13.56,8.83,4.87,0.88
499,47.1,39.75,32.53,25.59,18.47,13.54,8.88,4.96,0.88
500,47.1,39.72,32.55,25.41,18.53,13.55,8.91,4.97,0.88
501,47.09,39.7,32.56,25.34,18.44,13.59,8.86,4.97,0.88
502,47.07,39.74,32.5,25.54,18.42,13.49,8.8,4.91,0.88
503,47.05,39.72,32.54,25.55,18.46,13.53,8.84,4.81,0.88
504,47.02,39.73,32.49,25.54,18.48,13.56,8.88,4.85,0.88
505,47.03,39.72,32.5,25.53,18.44,13.53,8.88,4.85,0.88
506,47.04,39.75,32.53,25.54,18.47,13.52,8.82,4.87,0.88
507,47.02,39.75,32.52,25.54,18.46,13.51,8.8,4.9,0.88
508,47.03,39.71,32.55,25.52,18.45,13.54,8.85,4.83,0.88
509,47.03,39.7,32.52,25.53,18.43,13.53,8.86,4.84,0.88
510,47,39.7,32.55,25.45,18.41,13.57,8.87,4.82,0.88
511,47.03,39.7,32.47,25.53,18.44,13.52,8.82,4.79,0.88
512,47.04,39.72,32.53,25.5,18.49,13.52,8.87,4.58,0.88
513,47.02,39.7,32.55,25.53,18.48,13.56,8.84,4.43,0.88
514,47.03,39.7,32.5,25.51,18.5,13.56,8.89,4.25,0.88
515,47.04,39.74,32.51,25.5,18.5,13.55,8.8,4.2,0.88
516,47.01,39.73,32.49,25.52,18.51,13.58,8.86,3.98,0.88
517,47.04,39.71,32.52,25.52,18.46,13.54,8.83,4.12,0.88
518,47.09,39.76,32.55,25.53,18.47,13.53,8.81,4.04,0.88
519,47.08,39.75,32.53,25.56,18.52,13.55,9,4.08,0.88
520,47.07,39.7,32.53,25.57,18.45,13.59,8.84,4.15,0.88
521,47.12,39.72,32.59,25.65,18.53,13.57,8.94,4.22,0.88
522,47.16,39.71,32.65,25.55,18.54,13.54,8.91,4.3,0.88
523,47.11,39.78,32.42,25.56,18.52,13.69,8.85,4.13,0.88
524,47.1,39.72,32.56,25.53,18.45,13.49,8.87,4.11,0.88
525,47.11,39.76,32.54,25.63,18.52,13.6,8.95,4.13,0.88
526,47.08,39.76,32.5,25.59,18.44,13.6,8.79,4.13,0.88
527,47.09,39.75,32.51,25.51,18.47,13.54,8.75,4.14,0.88
528,47.08,39.7,32.53,25.51,18.46,13.54,8.79,4.13,0.88
529,47.14,39.73,32.57,25.51,18.46,13.52,8.87,4.15,0.88
530,46.9,39.84,32.61,25.63,18.52,13.49,8.9,4.13,0.88
531,47.06,39.78,32.52,25.68,18.65,13.55,8.85,4.16,0.88
532,47.12,39.83,32.53,25.66,18.51,13.57,8.99,4.19,0.88
533,47.15,39.75,32.62,25.62,18.52,13.56,8.9,4.15,0.88
534,47.11,39.82,32.5,25.55,18.54,13.6,9.15,4.12,0.88
535,47.1,39.72,32.53,25.55,18.51,13.49,8.84,4.18,0.88
536,47.08,39.74,32.55,25.49,18.44,13.52,9.02,4.16,0.88
537,47.09,39.74,32.51,25.51,18.36,13.55,8.81,4.16,0.88
538,47.12,39.74,32.53,25.51,18.45,13.49,8.89,4.08,0.88
539,47.09,39.75,32.62,25.58,18.5,13.55,8.93,4.12,0.88
540,47.22,39.79,32.68,25.78,18.51,13.8,9.12,4.14,0.88
541,47.25,39.74,32.75,25.83,18.57,13.76,9.16,4.18,0.88
542,47.22,39.76,32.73,25.77,18.55,13.81,9.2,4.15,0.88
543,47.19,39.76,32.69,25.78,18.53,13.79,9.17,4.27,0.88
544,47.24,39.76,32.67,25.76,18.55,13.73,8.99,4.18,0.88
545,47.22,39.76,32.66,25.81,18.57,13.76,9.15,4.22,0.88
546,47.22,39.76,32.68,25.74,18.57,13.81,9.12,4.26,0.88
547,47.21,39.73,32.66,25.74,18.53,13.76,9.15,4.09,0.88
548,47.18,39.7,32.67,25.71,18.52,13.76,9.1,4.22,0.88
549,47.15,39.74,32.61,25.68,18.5,13.79,9.14,4.06,0.88
550,47.12,39.71,32.58,25.66,18.5,13.79,9.14,4.18,0.88
551,47.09,39.72,32.55,25.6,18.5,13.58,9.21,4.18,0.88
552,47.1,39.69,32.55,25.6,18.48,13.53,9.19,4.17,0.88
553,47.1,39.72,32.49,25.54,18.45,13.63,9.13,4.11,0.88
554,47.1,39.73,32.54,25.51,18.42,13.53,8.88,4.19,0.88
555,47.03,39.79,32.45,25.49,18.45,13.64,8.74,4.18,0.88
556,47.15,39.81,32.57,25.5,18.45,13.54,8.74,4.1,0.88
557,47.15,39.73,32.65,25.73,18.51,13.61,8.69,4.21,0.88
558,47.07,39.85,32.51,25.59,18.51,13.6,8.85,4.1,0.88
559,47.1,39.8,32.59,25.55,18.49,13.58,8.72,3.96,0.88
560,47.21,39.8,32.59,25.54,18.51,13.77,8.79,4.15,0.88
561,47.1,39.78,32.57,25.62,18.54,13.66,8.79,3.93,0.88
562,47.17,39.83,32.54,25.61,18.47,13.7,8.84,4.03,0.88
563,47.12,39.75,32.55,25.64,18.5,13.62,8.8,3.97,0.88
564,47.03,39.81,32.72,25.75,18.57,13.69,8.85,4.09,0.88
565,47.11,39.8,32.62,25.7,18.53,13.61,8.83,4.04,0.88
566,47.1,39.73,32.62,25.63,18.5,13.56,8.89,4.09,0.88
567,47.1,39.85,32.64,25.61,18.54,13.61,8.85,4.12,0.88
568,47.11,39.75,32.67,25.63,18.47,13.56,8.74,4.15,0.88
569,47.1,39.78,32.61,25.59,18.5,13.57,8.73,4.22,0.88
570,47.21,39.77,32.68,25.65,18.53,13.78,8.9,4.16,0.88
571,47.21,39.79,32.7,25.66,18.51,13.69,8.76,4.2,0.88
572,47.09,39.74,32.63,25.63,18.5,13.59,8.76,4.06,0.88
573,47.08,39.76,32.55,25.58,18.49,13.6,8.62,3.97,0.88
574,47.02,39.71,32.52,25.58,18.52,13.79,8.8,4,0.88
575,47.05,39.72,32.51,25.51,18.5,13.83,8.78,4.04,0.88
576,47.02,39.72,32.5,25.51,18.44,13.79,8.76,4,0.88
577,47.14,39.85,32.56,25.56,18.52,13.76,8.71,4.06,0.88
578,47.14,39.75,32.59,25.71,18.53,13.83,9.02,4.14,0.88
579,47.17,39.82,32.61,25.69,18.6,13.96,9.26,4.14,0.88
580,47.17,39.79,32.62,25.7,18.56,13.82,9.05,4.09,0.88
581,47.14,39.84,32.53,25.64,18.52,13.84,9.06,4.23,0.88
582,47.08,39.76,32.54,25.62,18.48,13.86,9.03,3.65,0.88
583,47.02,39.71,32.51,25.57,18.46,13.85,8.88,3.29,0.88
584,47.03,39.77,32.49,25.5,18.46,13.84,9.07,2.96,0.88
585,47.04,39.74,32.58,25.57,18.4,13.84,8.79,2.99,0.88
586,47.09,39.8,32.53,25.59,18.5,13.83,8.89,3.04,0.88
587,47.17,39.74,32.68,25.94,18.72,13.9,8.85,3.15,0.88
588,47.38,40.07,32.84,25.79,18.77,13.79,8.91,3.04,0.88
589,47.24,39.89,32.78,25.84,18.61,13.96,8.72,2.89,0.88
590,47.36,39.9,32.86,25.72,18.51,13.88,8.87,3,0.88
591,47.31,39.9,32.72,25.81,18.55,13.88,8.8,3.01,0.88
592,47.27,39.83,32.73,25.87,18.54,13.88,8.73,3.12,0.88
593,47.3,39.88,32.77,25.74,18.52,13.81,8.82,3.07,0.88
594,47.35,39.84,32.8,25.8,18.55,13.77,8.77,3.08,0.88
595,47.28,39.86,32.7,25.6,18.51,13.6,8.81,3.16,0.88
596,47.2,39.82,32.64,25.58,18.53,13.55,8.74,3.12,0.88
597,47.27,39.81,32.69,25.78,18.61,13.72,8.67,3.15,0.88
598,47.13,39.78,32.72,25.68,18.52,13.65,8.77,3.1,0.88
599,47.14,39.76,32.67,25.68,18.63,13.7,8.82,3.11,0.88
600,47.19,39.87,32.64,25.62,18.57,13.77,8.85,3.08,0.88
601,47.16,39.81,32.67,25.71,18.54,13.55,8.75,3.13,0.88
602,47.15,39.86,32.67,25.66,18.56,13.57,8.88,3.03,0.88
603,47.12,39.76,32.75,25.6,18.52,13.7,8.76,3.03,0.88
604,47.03,39.85,32.66,25.7,18.59,13.71,8.77,3.13,0.88
605,46.98,39.78,32.7,25.7,18.61,13.68,8.81,3.08,0.88
606,46.88,39.85,32.71,25.7,18.59,13.81,8.87,3.11,0.88
607,47.01,39.75,32.75,25.71,18.6,13.54,8.73,3.09,0.88
608,46.96,39.78,32.74,25.78,18.51,13.41,8.87,3.1,0.88
609,47.22,39.83,32.75,25.44,18.48,13.49,8.83,3.13,0.88
610,47.11,39.75,32.68,25.77,18.63,13.72,8.8,3.07,0.88
611,47.16,39.78,32.69,25.71,18.6,13.63,8.9,3.14,0.88
612,47.23,39.76,32.76,25.75,18.63,13.76,8.79,3.13,0.88
613,47.1,39.79,32.7,25.73,18.54,13.69,8.68,2.93,0.88
614,47.23,39.84,32.84,25.68,18.85,14.22,11.1,6.51,0.88
615,47.22,39.76,32.74,25.8,18.44,13.99,10.74,5.04,0.88
616,47.23,39.74,32.75,25.88,18.63,14.17,10.75,5.1,0.88
617,47.21,39.79,32.73,25.57,18.55,14.19,10.61,5.2,0.88
618,47.26,39.78,32.74,25.6,18.53,14.06,10.67,5.1,0.88
619,47.22,39.77,32.65,25.64,18.55,14.15,10.61,5.02,0.88
620,47.19,39.83,32.59,25.62,18.51,14.11,10.57,5.07,0.88
621,47.19,39.72,32.51,25.58,18.63,13.83,10.45,5,0.88
622,47.05,39.77,32.69,25.57,18.43,13.55,9.62,4.31,0.88
623,47.15,39.83,32.65,25.57,18.45,13.57,9.27,4.14,0.88
624,47.17,39.83,32.7,25.64,18.54,13.65,8.99,3.67,0.88
625,47.19,39.82,32.68,25.66,18.54,13.57,8.75,3.37,0.88
626,47.2,39.82,32.69,25.67,18.56,13.64,8.81,3.03,0.88
627,47,39.79,32.75,25.68,18.56,13.59,8.71,3.07,0.88
628,46.97,39.81,32.7,25.63,18.51,13.61,8.84,3.04,0.88
629,46.91,39.8,32.63,25.6,18.51,13.55,8.78,2.87,0.88
630,47.09,39.79,32.58,25.55,18.47,13.64,8.77,2.69,0.88
631,47.14,39.82,32.58,25.56,18.46,13.56,8.8,2.52,0.88
632,47.16,39.75,32.63,25.62,18.49,13.57,8.74,2.39,0.88
633,47.15,39.79,32.61,25.61,18.56,13.62,8.87,2.27,0.88
634,47.15,39.85,32.61,25.59,18.58,13.59,8.78,2.28,0.88
635,47.14,39.76,32.64,25.63,18.59,13.54,8.86,2.36,0.88
636,47.14,39.8,32.59,25.6,18.62,13.59,8.72,2.33,0.88
637,47.14,39.77,32.66,25.58,18.55,13.64,8.77,2.24,0.88
638,47.16,39.73,32.69,25.63,18.56,13.6,8.72,2.3,0.88
639,47.16,39.78,32.61,25.6,18.58,13.68,8.84,2.25,0.88
640,47.15,39.78,32.59,25.59,18.57,13.61,8.74,2.31,0.88
641,47.14,39.76,32.65,25.61,18.61,13.69,8.78,2.24,0.88
642,47.18,39.73,32.78,25.73,18.53,13.66,8.7,2.21,0.88
643,47.18,39.76,32.72,25.74,18.6,13.65,8.83,2.23,0.88
644,47.14,39.81,32.66,25.67,18.51,13.62,8.8,2.28,0.88
645,47.09,39.77,32.64,25.61,18.5,13.64,8.86,2.28,0.88
646,47.12,39.75,32.67,25.61,18.5,13.59,8.8,2.26,0.88
647,47.1,39.76,32.64,25.64,18.51,13.5,8.79,2.28,0.88
648,47.08,39.8,32.63,25.6,18.48,13.59,8.79,2.35,0.88
649,47.09,39.81,32.64,25.58,18.43,13.66,8.78,2.33,0.88
650,47.1,39.81,32.67,25.59,18.4,13.71,8.78,2.29,0.88
651,47.08,39.76,32.64,25.59,18.38,13.55,8.75,2.27,0.88
652,47.06,39.77,32.59,25.56,18.46,13.64,8.73,2.32,0.88
653,47.08,39.77,32.61,25.55,18.47,13.61,8.86,2.23,0.88
654,47.08,39.87,32.59,25.53,18.48,13.66,8.75,2.23,0.88
655,47.06,39.79,32.64,25.56,18.48,13.59,8.69,2.3,0.88
656,47.04,39.75,32.59,25.56,18.56,13.61,8.71,2.31,0.88
657,47.04,39.76,32.59,25.55,18.53,13.61,8.72,2.31,0.88
658,47.03,39.76,32.59,25.55,18.49,13.65,8.77,2.32,0.88
659,47.04,39.76,32.59,25.56,18.44,13.58,8.75,2.34,0.88
660,47,39.74,32.64,25.49,18.47,13.55,8.76,2.33,0.88
661,47.05,39.72,32.67,25.5,18.46,13.57,8.83,2.19,0.88
662,47.06,39.74,32.63,25.58,18.45,13.58,8.7,2.39,0.88
663,47.16,39.8,32.65,25.62,18.48,13.53,8.68,2.35,0.88
664,46.99,39.69,32.61,25.67,18.48,13.66,8.74,2.32,0.88
665,47.06,39.71,32.59,25.58,18.44,13.67,8.8,2.34,0.88
666,47.06,39.89,32.53,25.55,18.48,13.58,8.68,2.36,0.88
667,47.05,39.73,32.64,25.6,18.47,13.63,8.69,2.34,0.88
668,47.05,39.84,32.56,25.6,18.49,13.56,8.67,2.36,0.88
669,47.06,39.75,32.66,25.62,18.49,13.64,8.76,2.37,0.88
670,47.05,39.77,32.56,25.65,18.49,13.65,8.76,2.37,0.88
671,46.94,39.76,32.39,25.73,18.49,13.59,8.78,2.37,0.88
672,47.05,39.74,32.51,25.59,18.48,13.57,8.76,2.34,0.88
673,47.02,39.8,32.53,25.58,18.41,13.62,8.79,2.28,0.88
674,47.02,39.72,32.47,25.6,18.47,13.6,8.73,2.34,0.88
675,47.02,39.81,32.57,25.53,18.47,13.63,8.77,2.33,0.88
676,46.91,39.76,32.56,25.44,18.61,13.58,8.67,2.31,0.88
677,46.86,39.73,32.55,25.42,18.41,13.59,8.77,2.44,0.88
678,46.88,39.78,32.51,25.49,18.29,13.57,8.71,2.38,0.88
679,46.94,39.77,32.56,25.52,18.3,13.56,8.7,2.34,0.88
680,47.01,39.82,32.48,25.51,18.36,13.6,8.81,2.34,0.88
681,46.89,39.79,32.52,25.54,18.45,13.56,8.75,2.32,0.88
682,46.89,39.82,32.5,25.5,18.51,13.69,8.82,2.26,0.88
683,46.93,39.75,32.24,25.34,18.65,13.73,8.86,2.29,0.88
684,47.08,39.74,31.64,25.12,18.4,13.66,8.82,2.8,0.88
685,47.06,39.8,31.07,24.83,18.49,13.57,8.77,2.7,0.88
686,47.08,39.82,30.53,24.5,18.64,13.69,8.82,2.87,0.88
687,47.04,39.8,30.55,24.58,18.46,13.62,8.73,3.38,0.88
688,47.05,39.82,30.56,24.59,18.44,13.54,8.77,3.76,0.88
689,47.05,39.78,30.64,24.61,18.48,13.59,8.73,4.08,0.88
690,47.04,39.75,30.59,24.54,18.46,13.58,8.78,4.41,0.88
691,47.08,39.77,30.56,24.54,18.47,13.53,8.8,4.51,0.88
692,47.01,39.7,30.63,24.58,18.44,13.54,8.71,4.68,0.88
693,47.09,39.74,30.55,24.54,18.44,13.57,8.71,4.8,0.88
694,47.05,39.75,30.61,24.61,18.44,13.53,8.78,4.85,0.88
695,47.04,39.75,30.59,24.58,18.49,13.56,8.75,4.9,0.88
696,47.02,39.75,30.61,24.57,18.48,13.51,8.84,4.89,0.88
697,47.05,39.77,30.55,24.62,18.47,13.62,8.76,4.86,0.88
698,47.09,39.76,30.64,24.68,18.58,13.69,8.77,5.04,0.88
699,47.07,39.78,30.62,24.6,18.51,13.55,8.83,4.87,0.88
700,47.01,39.74,30.62,24.66,18.5,13.6,8.52,4.91,0.88
701,46.96,39.81,30.56,24.53,18.59,13.59,8.41,4.91,0.88
702,46.92,39.78,30.53,24.61,18.51,13.57,8.11,4.94,0.88
703,46.85,39.78,30.59,24.56,18.47,13.53,7.85,4.92,0.88
704,46.85,39.75,30.53,24.57,18.53,13.58,7.59,4.87,0.88
705,46.83,39.79,30.55,24.53,18.43,13.68,7.43,4.91,0.88
706,46.88,39.74,30.52,24.53,18.38,13.65,7.1,4.92,0.88
707,46.97,39.72,30.59,24.55,18.36,13.61,6.98,4.85,0.88
708,47.1,39.74,30.55,24.59,18.4,13.62,6.85,4.83,0.88
709,47.11,39.78,30.62,24.59,18.41,13.67,6.9,4.87,0.88
710,47.06,39.74,30.56,24.63,18.47,13.67,6.85,4.91,0.88
711,47.02,39.7,30.56,24.52,18.54,13.69,6.72,4.85,0.88
712,47.06,39.71,30.54,24.55,18.43,13.73,6.42,4.85,0.88
713,47.08,39.7,30.55,24.58,18.41,13.67,6.19,4.85,0.88
714,47.12,39.8,30.57,24.6,18.43,13.64,5.88,4.86,0.88
715,47.12,39.78,30.59,24.6,18.47,13.69,5.74,4.82,0.88
716,47.12,39.77,30.55,24.59,18.47,13.73,5.71,4.81,0.88
717,47.11,39.8,30.61,24.57,18.46,13.73,5.71,4.81,0.88
718,47.13,39.67,30.65,24.54,18.46,13.72,5.64,4.85,0.88
719,47.14,39.78,30.66,24.57,18.45,13.64,5.38,4.91,0.88
720,47.14,39.78,30.62,24.61,18.45,13.66,5.14,4.89,0.88
721,47.13,39.78,30.59,24.58,18.49,13.72,4.88,4.84,0.88
722,47.1,39.71,30.52,24.58,18.49,13.74,4.85,4.82,0.88
723,47.12,39.77,30.53,24.54,18.45,13.49,5.01,4.98,0.88
724,47.16,39.74,30.61,24.6,18.48,13.68,4.95,4.93,0.88
725,47.14,39.8,30.52,24.62,18.58,13.79,4.97,4.96,0.88
726,47.15,39.74,30.67,24.62,18.55,13.75,4.99,4.95,0.88
727,47.2,39.79,30.55,24.62,18.54,13.73,4.99,4.97,0.88
728,47.18,39.78,30.55,24.58,18.55,13.68,4.98,4.94,0.88
729,47.22,39.74,30.56,24.58,18.53,13.68,4.99,4.96,0.88
730,47.15,39.78,30.56,24.58,18.51,13.68,4.99,4.94,0.88
